token	pos	sem	stanford-token	stanford-pos
the	AT	Z5	the	DT
graph	NN1	Q1.2/N2	graph	NN
with	IW	Z5	with	IN
the	AT	Z5	the	DT
investments	NN2	I1.1	investments	NNS
included	VVD	A1.8+	included	VBD
.	.	""	.	.
-----	-----	""	-----	CD
Not	XX	Z6	Not	RB
so	RG	A13.3	so	RB
pretty	JJ	O4.2+	pretty	RB
.	.	""	.	.
-----	-----	""	-----	CD
February	NPM1	T1.3[i71.2.1 T1.3	February	NNP
2016	MC	T1.3[i71.2.2 N1 T1.2 T3 T1.3 N3.2	2016	CD
income	NN1	I1.1	income	NN
report	NN1	Q2.2 X3.2	report	NN
graph	NN1	Q1.2/N2	graph	NN
+	FO	Z5	+	CC
Investments	NN2	I1.1	Investments	NNPS
Plans	VVZ	X7+	Plans	NNP
For	IF	Z5	For	IN
March	NPM1	T1.3	March	NNP
So	RR	Z5 A13.3	So	RB
,	,	""	,	,
what	DDQ	Z8 Z5	what	WP
are	VBR	A3+ Z5	are	VBP
my	APPGE	Z8	my	PRP$
plans	NN2	X7+ C1/H1	plans	NNS
for	IF	Z5	for	IN
the	AT	Z5	the	DT
next	MD	T1.1.3[i72.2.1 N4	next	JJ
month	NNT1	T1.1.3[i72.2.2 T1.3	month	NN
?	?	""	?	.
-----	-----	""	-----	CD
Well	RR	A5.1+ A13.3 A7+ B2+ Z4	Well	UH
,	,	""	,	,
first	MD	N4[i73.3.1 N4	first	RB
of	IO	N4[i73.3.2 Z5	of	IN
all	DB	N4[i73.3.3 N5.1+	all	DT
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
have	VH0	S6+[i74.2.1 A9+ Z5 A2.2 S4	have	VBP
to	TO	S6+[i74.2.2 Z5	to	TO
do	VDI	A1.1.1 G2.2- X9.2+ E3- N5+ G2.1% Z5	do	VB
my	APPGE	Z8	my	PRP$
taxes	NN2	I1.1/G1.1	taxes	NNS
!	!	""	!	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
tend	VV0	A6.2+ A8 S8+ X5.1+	tend	VBP
to	TO	Z5	to	TO
wait	VVI	T1.3 A3+ A11.1+ S1.1.1%	wait	VB
until	CS	Z5	until	IN
the	AT	Z5	the	DT
last	MD	T4-[i76.2.1 N4 T1.1.1[i75.2.1	last	JJ
minute	NNT1	T4-[i76.2.2 T1.3 T1.1.1[i75.2.2	minute	NN
and	CC	Z5	and	CC
submit	VVI	A9- Q2.2 S7.1-	submit	VB
it	PPH1	Z8	it	PRP
one	MC1	N5-[i77.3.1 N1 T3 T1.2	one	CD
or	CC	N5-[i77.3.2 Z5	or	CC
two	MC	N5-[i77.3.3 N1 T3 T1.2	two	CD
days	NNT2	T1.3	days	NNS
before	II	Z5	before	IN
the	AT	Z5	the	DT
due	JJ	S6+/T1.1[i79.2.1 X2.6+ A5.3+ S6+ S6+/T1.1[i78.2.1	due	JJ
date	NN1	S6+/T1.1[i79.2.2 T1.2 S3.2 S3.2/S2mf S6+/T1.1[i78.2.2	date	NN
(	(	""	(	NN
which	DDQ	Z8 Z5	which	WDT
is	VBZ	A3+ Z5	is	VBZ
April	NPM1	T1.3[i80.2.1 T1.3	April	NNP
1st	MD	T1.3[i80.2.2 N4 T1.3	1st	CD
)	)	""	)	CD
.	.	""	.	.
-----	-----	""	-----	CD
This	DD1	M6 Z5 Z8	This	DT
time	NNT1	T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
,	,	""	,	,
the	AT	Z5	the	DT
taxes	NN2	I1.1/G1.1	taxes	NNS
will	VM	T1.1.3	will	MD
be	VBI	A3+ Z5	be	VB
much	RR	A13.3 N6+	much	RB
more	RGR	A13.3	more	RBR
complicated	JJ	A12-	complicated	JJ
given	CS21	Z5 A4.2+ A9- A1.1.1	given	VBN
that	CS22	Z5 Z8	that	IN
they	PPHS2	Z8mfn	they	PRP
include	VV0	A1.8+	include	VBP
my	APPGE	Z8	my	PRP$
business	NN1	I2.1/O2[i81.2.1 I2.1[i81.2.1 I2.1 A1.1.1 A5.1+++	business	NN
stuff	NN1	I2.1/O2[i81.2.2 I2.1[i81.2.2 O1 O2	stuff	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
need	VV0	S6+	need	VBP
to	TO	Z5	to	TO
find	VVI	A10+ X2.1 X6+	find	VB
an	AT1	Z5	an	DT
accountant	NN1	I3.2/I1.1/S2mf	accountant	NN
and	CC	Z5	and	CC
I	PPIS1	Z8mf	I	PRP
hope	VV0	X2.6+ E4.1+ X9.2+ A5.1+	hope	VBP
it	PPH1	Z8	it	PRP
is	VBZ	A3+ Z5	is	VBZ
not	XX	Z6	not	RB
too	RG	N5.2+ A13.3	too	RB
late	JJ	T4- L1- T1.1	late	JJ
.	.	""	.	.
-----	-----	""	-----	CD
Otherwise	RR	A6.1-	Otherwise	RB
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
will	VM	T1.1.3	will	MD
have	VHI	S6+[i82.2.1 A9+ Z5 A2.2 S4	have	VB
to	TO	S6+[i82.2.2 Z5	to	TO
do	VDI	A1.1.1 G2.2- X9.2+ E3- N5+ G2.1% Z5	do	VB
it	PPH1	Z8	it	PRP
all	DB	N5.1+	all	DT
by	II	S5-[i83.2.1 Z5	by	IN
myself	PPX1	S5-[i83.2.2 Z8mf	myself	PRP
and	CC	Z5	and	CC
hope	VV0	X2.6+ E4.1+ X9.2+ A5.1+	hope	VB
that	CST	Z8 Z5	that	IN
I	PPIS1	Z8mf	I	PRP
do	VD0	Z5 A1.1.1 G2.2- X9.2+ E3- N5+ G2.1%	do	VBP
nt	XX	S9/Q4.1 Z3c	nt	NNS
screw	VVI	X9.2-[i84.2.1 A1.1.2[i84.2.1 E1[i84.2.1 A1.1.1 S3.2/B1 G2.2- X9.2- E6+	screw	VB
up	RP	X9.2-[i84.2.2 A1.1.2[i84.2.2 E1[i84.2.2	up	RP
:	:	""	:	:
)	)	""	)	NN
For	IF	Z5	For	IN
the	AT	Z5	the	DT
rest	NN1	E3+ K1 T2-/T1.3 O2 N5.1-	rest	NN
,	,	""	,	,
it	PPH1	Z8	it	PRP
will	VM	T1.1.3	will	MD
be	VBI	A3+ Z5	be	VB
the	AT	Z5	the	DT
same	DA	A6.1+++	same	JJ
thing	NN1	O2 X4.1 A7- S2mf L2mf	thing	NN
as	CSA	Z5	as	IN
in	II	Z5	in	IN
January	NPM1	T1.3	January	NNP
PBN	NP1	Z99	PBN	NNP
,	,	""	,	,
backlinking	VVG	Z99	backlinking	VBG
pushing	VVG	M2 M1 S7.1+ X8+ I2.2 F3 A13.4	pushing	VBG
the	AT	Z5	the	DT
site	NN1	M7	site	NN
up	II21	Z5[i85.2.1 Z5 Z5[i86.2.1 X6+[i86.2.1	up	RP
to	II22	Z5[i85.2.2 Z5 Z5[i86.2.2 X6+[i86.2.2	to	TO
the	AT	Z3c[i87.2.1 Z5	the	DT
sun	NN1	Z3c[i87.2.2 W1 W2 W4	sun	NN
and	CC	Z5	and	CC
waiting	VVG	T1.3 A3+ A11.1+ S1.1.1%	waiting	VBG
for	IF	Z5	for	IN
their	APPGE	Z8	their	PRP$
fruits	NN2	F1 X9.2+	fruits	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Disclaimer	NN1	Q2.2/Z6 S7.4-	Disclaimer	NNP
Some	DD	N5 Z5	Some	DT
of	IO	Z5	of	IN
the	AT	Z5	the	DT
links	NN2	A2.2 S5+ M3 Q1.3 F1 K5.1/M7%	links	NNS
in	II	Z5	in	IN
this	DD1	M6 Z5 Z8	this	DT
income	NN1	I1.1	income	NN
report	NN1	Q2.2 X3.2	report	NN
are	VBR	A3+ Z5	are	VBP
affiliate	NN1	S5+mfn	affiliate	NN
links	NN2	A2.2 S5+ M3 Q1.3 F1 K5.1/M7%	links	NNS
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
will	VM	T1.1.3	will	MD
receive	VVI	A9+ S5+	receive	VB
a	AT1	Z5	a	DT
small	JJ	N3.2- N3.7- N5- T3- A11.1- S5-/I2.1 X3.2- A5.1-	small	JJ
fee	NN1	I1.3 I1	fee	NN
if	CS	Z7	if	IN
you	PPY	Z8mf	you	PRP
choose	VV0	X7+	choose	VB
to	TO	Z5	to	TO
buy	VVI	I2.2	buy	VB
after	II	Z5	after	IN
clicking	VVG	X3.2 Y2 X2.5+ S1.2.1+	clicking	VBG
on	II	Z5	on	IN
any	DD	N5.1+ N5	any	DT
of	IO	Z5	of	IN
these	DD2	Z5 Z8	these	DT
links	NN2	A2.2 S5+ M3 Q1.3 F1 K5.1/M7%	links	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Thank	VV0	Z4[i88.2.1 S1.2.4+[i88.2.1 S1.2.4+	Thank	VB
you	PPY	Z4[i88.2.2 S1.2.4+[i88.2.2 Z8mf	you	PRP
if	CS	Z7	if	IN
you	PPY	Z8mf	you	PRP
do	VD0	A1.1.1 G2.2- X9.2+ E3- N5+ G2.1% Z5	do	VBP
!	!	""	!	.
"</text>
"	NULL	""	</text>	IN
